Phân loại;Quận;Phường;Khu vực;Vị trí cụ thể;Điểm đầu;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41951462, 108.1917867;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.40961383, 108.1963801;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.39677344, 108.2032901;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.39859756, 108.2050154;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41491853, 108.2070997;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41180021, 108.2072737;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.38958664, 108.3498779;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42685769, 108.2073445;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41362981, 108.2030549;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41229934, 108.195041;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41308413, 108.1862931;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42039644, 108.1857592;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.41401649, 108.1845796;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42100739, 108.2003507;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.29063404, 107.8967338;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.29188153, 107.8971895;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34607962, 108.2208909;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35549143, 108.2355617;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35699963, 108.2366718;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36012004, 108.2258052;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36125482, 108.2383533;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35892022, 108.2409121;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35805303, 108.2404733;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35480222, 108.2291061;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.35723408, 108.2285312;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.3383015, 108.2261543;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.33939491, 108.2263697;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34537257, 108.2318434;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34592321, 108.2325053;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34905826, 108.2248619;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38477177, 108.0254128;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37878725, 108.0344854;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38470581, 108.042973;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38352069, 108.0483666;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38580784, 108.046094;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37871979, 108.0552589;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.3750967, 108.0500228;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37672318, 108.0518117;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.32552735, 107.9907608;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36338335, 108.1023413;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36256932, 108.1036077;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35874249, 108.0913198;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37273484, 108.0883823;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37241838, 108.0887082;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.37258846, 108.0927418;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.35498227, 108.1118472;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.06557355, 108.0251234;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.0668024, 108.0283047;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.06279791, 108.0316993;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.06384295, 108.0505539;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.07850412, 108.0793945;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.06953056, 108.0382395;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.10810053, 108.0913141;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.11100067, 108.0942367;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.11086463, 108.0953252;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.1126986, 108.0972705;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.11337593, 108.098564;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.12205882, 108.1052856;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.12273545, 108.1079284;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.12739663, 108.1133273;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.13237932, 108.1081752;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.36272001, 108.1268202;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.40432893, 108.1463357;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.40464573, 108.1456372;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.40523383, 108.1446966;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.40583096, 108.1437467;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.40248841, 108.1412849;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.40246937, 108.1427941;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39313171, 108.1300433;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39543595, 108.1454444;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.3945682, 108.1455743;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39186283, 108.1500161;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39010839, 108.1515427;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39329721, 108.1539486;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.38652525, 108.1573252;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39182918, 108.1462524;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.39117104, 108.1437273;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.08774317, 108.097994;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.09184602, 108.099382;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.09462042, 108.1002857;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.09746666, 108.1022407;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.10127028, 108.1056382;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.10695336, 108.110023;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.10970065, 108.1108245;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.11148873, 108.113905;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.11679138, 108.1195181;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.11849038, 108.1199377;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.11908656, 108.1206173;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.12005325, 108.1213993;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.12543185, 108.1200068;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.10524608, 108.1254937;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.06811941, 108.1499265;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.08170228, 108.1775827;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.08527215, 108.1779764;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.08575082, 108.1784419;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.08603094, 108.1785259;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.08646487, 108.1784146;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.09195355, 108.1754051;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.09420474, 108.1745976;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.09519087, 108.1733611;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.09040635, 108.1774876;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.10075562, 108.1044844;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.19600015, 107.9389613;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.00873219, 108.1276226;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.01636282, 108.1237492;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.02309873, 108.1195774;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.02742885, 108.1182871;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.05419532, 108.0910027;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.28365343, 108.2461427;;
"	
Khu vực sạt lở";Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;15.12588984, 108.2463318;;
"	
Khu vực sạt lở";Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;Xã Trà Giáp;15.18887689, 108.2855036;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34812403, 108.385742;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.34659525, 108.3812685;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.20482973, 107.9357289;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.17336431, 107.9633599;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.19087263, 107.9699464;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.02864288, 108.0189252;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.02897725, 108.0195576;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.02989889, 108.0227197;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03039592, 108.0234917;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03118217, 108.0244497;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03195944, 108.0248125;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03256502, 108.0248591;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03334228, 108.0253521;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03483338, 108.0274914;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03536662, 108.0277054;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03627036, 108.0286448;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03724654, 108.0284868;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03735485, 108.0296494;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03794154, 108.0353507;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03927879, 108.038076;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03270617, 108.0468265;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0007416, 108.0088241;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0014547, 108.0225494;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03757648, 108.0533658;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03930198, 108.0568539;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15441108, 108.1839338;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15357867, 108.1850126;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15310825, 108.1855333;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15294473, 108.1865381;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.15034911, 108.1884807;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14892681, 108.1923597;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.14819289, 108.1944714;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.12859676, 108.1172079;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13546865, 108.1118893;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13589993, 108.1332627;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.1352766, 108.1327226;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13208516, 108.1342093;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13203075, 108.1345164;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.1284026, 108.1406829;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.12813132, 108.1408781;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13442927, 108.1287769;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.13634252, 108.1337561;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.98853331, 108.0541812;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.98916427, 108.0610622;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.99118828, 108.0633409;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.99150466, 108.0632015;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.99397258, 108.061733;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.99434304, 108.0621795;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.99467727, 108.0628956;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;14.99763181, 108.0666066;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00078489, 108.0711362;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00160736, 108.0712481;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00195972, 108.0716945;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00243843, 108.0727269;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00350449, 108.074243;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00640461, 108.0779636;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00718187, 108.0781034;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00792269, 108.0790987;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00808476, 108.0808656;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00884349, 108.0822701;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01002715, 108.08334;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01091256, 108.084326;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01215025, 108.0858795;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00688111, 108.1243481;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00726204, 108.1219213;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00734497, 108.1189363;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.00839376, 108.1183045;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01083339, 108.1197845;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01449397, 108.1197958;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01574223, 108.1179924;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0396445, 108.0604999;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0185465, 108.1133999;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0181603, 108.1083685;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01777195, 108.1077081;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0171763, 108.1058107;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01705938, 108.1045551;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01871428, 108.102696;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01992747, 108.0980839;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01963003, 108.0961494;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0191516, 108.0946892;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01816757, 108.0918337;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01746307, 108.090578;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01706573, 108.0896943;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01631579, 108.0890524;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.01277293, 108.0884278;;
